8,2,-50.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-49.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-48.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-47.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-46.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-45.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-44.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-43.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-42.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-41.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-40.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-39.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-38.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-37.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-36.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-35.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-34.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-33.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-32.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-31.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-30.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-29.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-28.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-27.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-26.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-25.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-24.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-23.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-22.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-21.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-20.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-19.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-18.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-17.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-16.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-15.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-14.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-13.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-12.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-11.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-10.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-9.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-8.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-7.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-6.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-5.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-4.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-3.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-2.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,-1.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,0.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,1.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,2.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,3.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,4.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,5.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,6.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,7.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,8.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,9.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,10.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,11.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,12.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,13.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,14.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,15.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,16.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,17.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,18.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,19.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,20.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,21.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,22.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,23.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,24.00,40.00,-8.50,-90.00,-0.00,0.00
8,2,25.00,40.00,-8.50,-90.00,-0.00,0.00
