time,fx,fy,fz
0.0,0.0008099118448496362,0.0,3.222886681892832e-09
0.016,0.0008099725944717031,0.0,3.2231284231997846e-09
0.032,0.0008099705740406139,0.0,3.2231203832871806e-09
0.048,0.0008099689537472788,0.0,3.2231139356449547e-09
0.064,0.0008099676575173651,0.0,3.223108777550092e-09
0.08,0.0008099666205374877,0.0,3.223104651090333e-09
0.096,0.0008099657909568223,0.0,3.2231013499354052e-09
0.112,0.0008099651272948886,0.0,3.223098709021803e-09
0.128,0.0008099645963674168,0.0,3.223096596299179e-09
0.14400000000000002,0.0008099641716270922,0.0,3.2230949061276574e-09
0.16000000000000003,0.0008099638318361592,0.0,3.223093553995719e-09
0.17600000000000005,0.0008099635600044794,0.0,3.2230924722944132e-09
0.19200000000000006,0.0008099633425399893,0.0,3.2230916069367647e-09
0.20800000000000007,0.0008099631685690665,0.0,3.2230909146533103e-09
0.2240000000000001,0.0008099630293928791,0.0,3.223090360828739e-09
0.2400000000000001,0.0008099629180523649,0.0,3.2230899177708144e-09
0.2560000000000001,0.0008099628289802942,0.0,3.2230895633258314e-09
0.27200000000000013,0.0008099627577229278,0.0,3.2230892797709987e-09
0.28800000000000014,0.0008099627007172469,0.0,3.2230890529279782e-09
0.30400000000000016,0.0008099626551128835,0.0,3.223088871454283e-09
0.3200000000000002,0.0008099626186295342,0.0,3.2230887262758888e-09
0.3360000000000002,0.0008099625894429694,0.0,3.2230886101336307e-09
0.3520000000000002,0.0008099625660938152,0.0,3.2230885172202115e-09
0.3680000000000002,0.000809962547414556,0.0,3.2230884428897323e-09
0.38400000000000023,0.0008099625324712133,0.0,3.223088383425606e-09
0.40000000000000024,0.0008099625205165788,0.0,3.223088335854463e-09
0.41600000000000026,0.0008099625109529133,0.0,3.2230882977977166e-09
0.4320000000000003,0.0008099625033020078,0.0,3.223088267352426e-09
0.4480000000000003,0.0008099624971813107,0.0,3.223088242996301e-09
0.4640000000000003,0.0008099624922847762,0.0,3.223088223511494e-09
0.4800000000000003,0.0008099624883675526,0.0,3.2230882079236645e-09
0.49600000000000033,0.000809962485233795,0.0,3.2230881954534863e-09
0.5120000000000003,0.0008099624827267965,0.0,3.2230881854773733e-09
0.5280000000000004,0.0008099624807212018,0.0,3.223088177496499e-09
0.5440000000000004,0.0008099624791167361,0.0,3.223088171111841e-09
0.5600000000000004,0.0008099624778331692,0.0,3.2230881660041355e-09
0.5760000000000004,0.0008099624768063199,0.0,3.223088161917988e-09
0.5920000000000004,0.0008099624759848407,0.0,3.223088158649071e-09
0.6080000000000004,0.0008099624753276602,0.0,3.2230881560339497e-09
0.6240000000000004,0.0008099624748019213,0.0,3.2230881539418735e-09
0.6400000000000005,0.0008099624743813273,0.0,3.2230881522682017e-09
0.6560000000000005,0.0008099624740448597,0.0,3.2230881509292945e-09
0.6720000000000005,0.0008099624737756807,0.0,3.223088149858149e-09
0.6880000000000005,0.0008099624735603355,0.0,3.2230881490012246e-09
0.7040000000000005,0.0008099624733880657,0.0,3.2230881483157103e-09
0.7200000000000005,0.0008099624732502498,0.0,3.223088147767299e-09
